Age,Sex,Job,Housing,Saving accounts,Checking account,Credit amount,Duration,Purpose,description,target
46,male,2,own,little,little,697,12,car,A 46 year old male with a skilled job living in his own housing has little savings and little funds in his checking account. He requested a 697 credit amount over a 12 month duration to purchase a car.,good risk
21,female,2,rent,little,little,1049,18,furniture/equipment,"The person is a 21 year old female with a skilled job who rents housing, has little savings accounts and checking accounts, was granted a $1,049 credit line for a 18 month duration to purchase furniture/equipment.",good risk
39,male,2,free,little,little,10297,48,car,The person is a 39 year old male with a skilled job living in free housing. He has little savings and checking accounts. He is requesting a 10297 credit amount over a 48 month duration to purchase a car.,bad risk
58,male,2,own,,,1867,30,radio/TV,"The 58 year old male has a skilled job, owns his housing, requested a 1867 credit amount over a 30 month duration to purchase a radio/TV.",bad risk
43,male,1,own,little,little,1344,12,car,"The 43 year old male has an unskilled and resident job, owns housing, has little savings accounts and checking account, took out a 1344 credit amount loan with a 12 month duration to purchase a car.",good risk
24,male,1,own,little,little,1747,24,furniture/equipment,"Here is a strictly factual description of the provided person credit risk data without subjective language, recommendations, or risk assessments: A 24 year old male with an unskilled resident job living in his own housing has little in his saving and checking accounts, is requesting a 1747 credit amount over a 24 month duration to purchase furniture/equipment.",bad risk
22,female,2,own,little,moderate,1670,9,radio/TV,The person is a 22 year old female with a skilled job who owns her housing. She has a little savings account and a moderate checking account. She requested a 1670 credit amount over a duration of 9 months for the purpose of a radio/TV.,good risk
30,male,2,own,little,,1224,9,car,The person is a 30 year old male with a skilled job who owns their housing. They have a little savings account and are seeking a 1224 credit amount over a 9 month duration to purchase a car.,good risk
42,male,2,own,quite rich,,522,12,radio/TV,The person is a 42 year old male with a skilled job who owns their housing. They have quite rich saving accounts and requested a 522 credit amount over a 12 month duration to purchase a radio/TV.,good risk
23,female,2,own,little,little,1498,12,radio/TV,The person is a 23 year old female with a skilled job who owns her housing. She has little savings and checking accounts. She is seeking a 1498 credit amount over 12 months duration to purchase a radio/TV.,good risk
30,male,3,own,moderate,moderate,1919,30,radio/TV,"A 30 year old male with a highly skilled job, living in his own housing, having moderate savings and checking accounts, requested a 1,919 credit amount over a 30 month duration to purchase a radio/TV.",good risk
28,female,1,own,little,rich,745,9,radio/TV,"The 28 year old female has an unskilled resident job, owns her housing, has a little savings account, a rich checking account, requested a 745 credit amount over a 9 month duration to purchase a radio/TV.",good risk
30,male,3,rent,little,moderate,2063,6,radio/TV,"The 30 year old male has a highly skilled job, rents housing, has little in savings accounts, a moderate checking account, was approved for a 2,063 credit amount over 6 months duration to purchase a radio/TV.",good risk
42,male,2,free,little,moderate,6288,60,education,The data describes a 42 year old male with a skilled job living in free housing. His checking account balance is moderate. He has requested a credit amount of 6288 over a duration of 60 months for the purpose of education.,bad risk
46,male,3,own,,,6842,24,car,"The 46 year old male is highly skilled, lives in his own housing, has requested a $6,842 credit amount over a 24 month duration to purchase a car.",
45,male,3,own,,,3527,12,car,The person is a 45 year old male with a highly skilled job who owns their housing. They have requested a 3527 credit amount over a 12 month duration to purchase a car.,good risk
31,male,1,own,little,,1546,10,car,"The 31 year old male has an unskilled and resident job, owns housing, has little savings, was granted a 1546 credit amount over a 10 month duration to purchase a car.",good risk
31,male,2,own,,,929,24,furniture/equipment,"The 31 year old male has a skilled job, owns their housing, requested a 929 credit amount over a 24 month duration to purchase furniture/equipment.",good risk
42,male,1,own,little,,1455,4,car,"A 42 year old male with an unskilled resident job, living in his own housing, with a little amount in his savings accounts, has requested a credit amount of 1455 over a duration of 4 months for the purpose of a car purchase.",good risk
46,female,2,rent,little,little,1845,15,furniture/equipment,"The person is a 46 year old female with a skilled job who rents housing and has little money in both her savings and checking accounts. She requested a 15 month, 1,845 currency credit for the purpose of buying furniture or equipment.",good risk
30,female,2,own,quite rich,moderate,8358,48,car,"The 30 year old female has a skilled job, owns her housing, has quite rich saving accounts, moderate checking account, was granted a credit amount of 8358 for a duration of 48 months to purchase a car.",bad risk
30,male,2,free,quite rich,little,3349,24,furniture/equipment,A 30 year old male with a skilled job living in free housing has quite rich saving accounts and a little checking account. He requested a credit amount of 3349 for a duration of 24 months for the purpose of furniture/equipment.,bad risk
38,male,3,own,,,2859,12,car,"The 38 year old male has a highly skilled job, owns housing, has requested a 2859 credit amount over a 12 month duration to purchase a car.",good risk
43,male,1,own,little,,1533,18,furniture/equipment,"A 43 year old male with an unskilled resident job, living in his own housing, having little savings, requested a 1533 credit amount over a 18 month duration to purchase furniture/equipment.",good risk
31,male,2,own,moderate,,3621,24,radio/TV,The 31 year old male has a skilled job and owns his housing. His saving accounts are moderate. The credit amount is 3621 for a duration of 24 months for the purpose of a radio/TV.,bad risk
